ft_id,account_id,period_id,tax_type_cd,ft_type_cd,amount,currency_cd,ft_date,status
FT0000586,ACCT0025,PER202405,VAT,PAY,-29416.13,KES,2024-06-13,FROZEN
FT0000587,ACCT0025,PER202405,VAT,ADJ,1842.98,KES,2024-05-31,FROZEN
FT0000588,ACCT0025,PER202301,VAT,BILL,204121.35,KES,2023-01-01,FROZEN
FT0000589,ACCT0025,PER202301,VAT,PAY,-128670.25,KES,2023-02-19,FROZEN
FT0000590,ACCT0025,PER202301,VAT,PEN,20491.66,KES,2023-02-21,FROZEN
FT0000591,ACCT0025,PER202303,VAT,BILL,408814.2,KES,2023-03-01,FROZEN
FT0000592,ACCT0025,PER202404,VAT,BILL,337903.29,KES,2024-04-01,FROZEN
FT0000593,ACCT0025,PER202404,VAT,PAY,-230131.96,KES,2024-04-10,FROZEN
FT0000594,ACCT0025,PER202406,VAT,BILL,209712.3,KES,2024-06-01,FROZEN
FT0000595,ACCT0025,PER202406,VAT,PAY,-174906.53,KES,2024-07-08,FROZEN
FT0000596,ACCT0026,PER202404,PAYE,BILL,239391.82,KES,2024-04-01,FROZEN
FT0000597,ACCT0026,PER202408,PAYE,BILL,403859.2,KES,2024-08-01,FROZEN
FT0000598,ACCT0026,PER202204,PAYE,BILL,280856.95,KES,2022-04-01,FROZEN
FT0000599,ACCT0026,PER202204,PAYE,PAY,-181353.58,KES,2022-04-14,FROZEN
FT0000600,ACCT0026,PER202204,PAYE,ADJ,-2820.54,KES,2022-04-30,FROZEN
FT0000601,ACCT0026,PER202311,PAYE,BILL,188683.36,KES,2023-11-01,FROZEN
FT0000602,ACCT0026,PER202311,PAYE,PAY,-188238.78,KES,2023-11-04,FROZEN
FT0000603,ACCT0026,PER202401,PAYE,BILL,303446.41,KES,2024-01-01,FROZEN
FT0000604,ACCT0026,PER202401,PAYE,PEN,38285.72,KES,2024-02-21,FROZEN
FT0000605,ACCT0026,PER202402,PAYE,BILL,281630.99,KES,2024-02-01,FROZEN
FT0000606,ACCT0026,PER202402,PAYE,PAY,-287737.96,KES,2024-02-22,FROZEN
FT0000607,ACCT0026,PER202305,PAYE,BILL,109844.85,KES,2023-05-01,FROZEN
FT0000608,ACCT0026,PER202305,PAYE,PAY,-103790.76,KES,2023-06-17,FROZEN
FT0000609,ACCT0026,PER202211,PAYE,BILL,125083.63,KES,2022-11-01,FROZEN
FT0000610,ACCT0026,PER202211,PAYE,PAY,-77890.56,KES,2022-11-16,FROZEN
FT0000611,ACCT0026,PER202409,PAYE,BILL,193427.56,KES,2024-09-01,FROZEN
FT0000612,ACCT0026,PER202409,PAYE,PAY,-138408.2,KES,2024-09-17,FROZEN
FT0000613,ACCT0026,PER202302,PAYE,BILL,235672.01,KES,2023-02-01,FROZEN
FT0000614,ACCT0026,PER202403,PAYE,BILL,163515.48,KES,2024-03-01,FROZEN
FT0000615,ACCT0026,PER202403,PAYE,PAY,-112458.3,KES,2024-03-03,FROZEN
FT0000616,ACCT0026,PER202205,PAYE,BILL,77231.74,KES,2022-05-01,FROZEN
FT0000617,ACCT0026,PER202205,PAYE,PAY,-81931.67,KES,2022-06-07,FROZEN
FT0000618,ACCT0026,PER202210,PAYE,BILL,102114.93,KES,2022-10-01,FROZEN
FT0000619,ACCT0026,PER202210,PAYE,PAY,-85967.87,KES,2022-10-16,FROZEN
FT0000620,ACCT0026,PER202301,PAYE,BILL,343999.07,KES,2023-01-01,FROZEN
FT0000621,ACCT0026,PER202301,PAYE,PAY,-341575.65,KES,2023-02-16,FROZEN
FT0000622,ACCT0026,PER202206,PAYE,BILL,88275.65,KES,2022-06-01,FROZEN
FT0000623,ACCT0026,PER202206,PAYE,PEN,10772.4,KES,2022-07-21,FROZEN
FT0000624,ACCT0026,PER202306,PAYE,BILL,458865.2,KES,2023-06-01,FROZEN
FT0000625,ACCT0026,PER202306,PAYE,PAY,-406135.02,KES,2023-06-04,FROZEN
FT0000626,ACCT0027,PER202204,VAT,BILL,79759.68,KES,2022-04-01,FROZEN
FT0000627,ACCT0027,PER202204,VAT,PAY,-61702.55,KES,2022-04-04,FROZEN
FT0000628,ACCT0027,PER202201,VAT,BILL,310177.08,KES,2022-01-01,FROZEN
FT0000629,ACCT0027,PER202201,VAT,PAY,-245881.29,KES,2022-01-01,FROZEN
FT0000630,ACCT0027,PER202403,VAT,BILL,13279.44,KES,2024-03-01,FROZEN
FT0000631,ACCT0027,PER202209,VAT,BILL,253596.94,KES,2022-09-01,FROZEN
FT0000632,ACCT0027,PER202209,VAT,PAY,-192313.7,KES,2022-09-12,FROZEN
FT0000633,ACCT0027,PER202209,VAT,PEN,15122.34,KES,2022-10-21,FROZEN
FT0000634,ACCT0027,PER202303,VAT,BILL,100006.37,KES,2023-03-01,FROZEN
FT0000635,ACCT0027,PER202303,VAT,PAY,-98919.16,KES,2023-03-18,FROZEN
FT0000636,ACCT0027,PER202303,VAT,ADJ,9186.54,KES,2023-03-31,FROZEN
FT0000637,ACCT0027,PER202203,VAT,BILL,232203.88,KES,2022-03-01,FROZEN
FT0000638,ACCT0027,PER202203,VAT,PAY,-213242.53,KES,2022-03-20,FROZEN
FT0000639,ACCT0027,PER202311,VAT,BILL,328599.18,KES,2023-11-01,FROZEN
FT0000640,ACCT0027,PER202311,VAT,ADJ,-7934.75,KES,2023-11-30,FROZEN
FT0000641,ACCT0028,PER202407,VAT,BILL,459980.35,KES,2024-07-01,FROZEN
FT0000642,ACCT0028,PER202407,VAT,PAY,-478730.89,KES,2024-08-14,FROZEN
FT0000643,ACCT0028,PER202204,VAT,BILL,28048.18,KES,2022-04-01,FROZEN
FT0000644,ACCT0028,PER202204,VAT,PAY,-29600.67,KES,2022-05-05,FROZEN
FT0000645,ACCT0028,PER202204,VAT,ADJ,2405.22,KES,2022-04-30,FROZEN
FT0000646,ACCT0028,PER202201,VAT,BILL,160669.92,KES,2022-01-01,FROZEN
FT0000647,ACCT0028,PER202211,VAT,BILL,357792.14,KES,2022-11-01,FROZEN
FT0000648,ACCT0028,PER202211,VAT,PAY,-195412.65,KES,2022-11-11,FROZEN
FT0000649,ACCT0028,PER202206,VAT,BILL,425474.0,KES,2022-06-01,FROZEN
FT0000650,ACCT0028,PER202206,VAT,PAY,-350734.16,KES,2022-06-25,FROZEN
FT0000651,ACCT0028,PER202304,VAT,BILL,494296.59,KES,2023-04-01,FROZEN
FT0000652,ACCT0028,PER202404,VAT,BILL,31579.73,KES,2024-04-01,FROZEN
FT0000653,ACCT0028,PER202404,VAT,PAY,-31680.94,KES,2024-04-22,FROZEN
FT0000654,ACCT0028,PER202302,VAT,BILL,299826.29,KES,2023-02-01,FROZEN
FT0000655,ACCT0028,PER202309,VAT,BILL,392856.33,KES,2023-09-01,FROZEN
FT0000656,ACCT0028,PER202309,VAT,PAY,-250203.53,KES,2023-10-06,FROZEN
FT0000657,ACCT0028,PER202402,VAT,BILL,341448.95,KES,2024-02-01,FROZEN
FT0000658,ACCT0028,PER202402,VAT,PAY,-188280.57,KES,2024-03-11,FROZEN
FT0000659,ACCT0028,PER202409,VAT,BILL,41385.81,KES,2024-09-01,FROZEN
FT0000660,ACCT0028,PER202409,VAT,PAY,-30128.87,KES,2024-10-21,FROZEN
FT0000661,ACCT0028,PER202307,VAT,BILL,161755.72,KES,2023-07-01,FROZEN
FT0000662,ACCT0028,PER202307,VAT,PAY,-81382.07,KES,2023-07-20,FROZEN
FT0000663,ACCT0028,PER202411,VAT,BILL,55604.55,KES,2024-11-01,FROZEN
FT0000664,ACCT0028,PER202411,VAT,PAY,-42180.93,KES,2024-12-06,FROZEN
FT0000665,ACCT0028,PER202305,VAT,BILL,17999.64,KES,2023-05-01,FROZEN
FT0000666,ACCT0028,PER202305,VAT,PAY,-10004.89,KES,2023-06-08,FROZEN
FT0000667,ACCT0029,PER202307,VAT,BILL,262946.74,KES,2023-07-01,FROZEN
FT0000668,ACCT0029,PER202307,VAT,PAY,-158215.33,KES,2023-07-18,FROZEN
FT0000669,ACCT0029,PER202403,VAT,BILL,36317.24,KES,2024-03-01,FROZEN
FT0000670,ACCT0029,PER202403,VAT,PAY,-27334.58,KES,2024-03-31,FROZEN
FT0000671,ACCT0029,PER202401,VAT,BILL,472390.04,KES,2024-01-01,FROZEN
FT0000672,ACCT0029,PER202206,VAT,BILL,231641.51,KES,2022-06-01,FROZEN
FT0000673,ACCT0029,PER202206,VAT,PAY,-116761.32,KES,2022-06-26,FROZEN
FT0000674,ACCT0029,PER202304,VAT,BILL,403017.85,KES,2023-04-01,FROZEN
FT0000675,ACCT0029,PER202304,VAT,PAY,-282451.73,KES,2023-05-12,FROZEN
FT0000676,ACCT0029,PER202412,VAT,BILL,163729.25,KES,2024-12-01,FROZEN
FT0000677,ACCT0030,PER202309,CIT,BILL,466373.24,KES,2023-09-01,FROZEN
FT0000678,ACCT0030,PER202309,CIT,PAY,-512245.22,KES,2023-09-12,FROZEN
FT0000679,ACCT0030,PER202307,CIT,BILL,476737.28,KES,2023-07-01,FROZEN
FT0000680,ACCT0030,PER202307,CIT,PAY,-440991.63,KES,2023-07-29,FROZEN
FT0000681,ACCT0030,PER202408,CIT,BILL,39233.54,KES,2024-08-01,FROZEN
FT0000682,ACCT0030,PER202304,CIT,BILL,73893.67,KES,2023-04-01,FROZEN
FT0000683,ACCT0030,PER202304,CIT,PAY,-48149.78,KES,2023-04-10,FROZEN
FT0000684,ACCT0030,PER202412,CIT,BILL,41612.74,KES,2024-12-01,FROZEN
FT0000685,ACCT0030,PER202301,CIT,BILL,255773.26,KES,2023-01-01,FROZEN
FT0000686,ACCT0030,PER202209,CIT,BILL,396406.85,KES,2022-09-01,FROZEN
FT0000687,ACCT0030,PER202209,CIT,PAY,-411193.19,KES,2022-10-05,FROZEN
FT0000688,ACCT0030,PER202403,CIT,BILL,59137.87,KES,2024-03-01,FROZEN
FT0000689,ACCT0030,PER202403,CIT,PAY,-53154.08,KES,2024-03-11,FROZEN
FT0000690,ACCT0030,PER202403,CIT,ADJ,5719.91,KES,2024-03-31,FROZEN
FT0000691,ACCT0030,PER202402,CIT,BILL,340348.59,KES,2024-02-01,FROZEN
FT0000692,ACCT0030,PER202402,CIT,PAY,-323879.01,KES,2024-02-28,FROZEN
FT0000693,ACCT0030,PER202402,CIT,PEN,20373.49,KES,2024-03-21,FROZEN
FT0000694,ACCT0030,PER202407,CIT,BILL,374692.25,KES,2024-07-01,FROZEN
FT0000695,ACCT0030,PER202407,CIT,PAY,-341943.64,KES,2024-07-15,FROZEN
FT0000696,ACCT0030,PER202212,CIT,BILL,387309.41,KES,2022-12-01,FROZEN
FT0000697,ACCT0030,PER202212,CIT,PAY,-309955.77,KES,2022-12-23,FROZEN
FT0000698,ACCT0030,PER202204,CIT,BILL,151238.95,KES,2022-04-01,FROZEN
FT0000699,ACCT0030,PER202204,CIT,PEN,20134.71,KES,2022-05-21,FROZEN
FT0000700,ACCT0031,PER202308,CIT,BILL,228961.36,KES,2023-08-01,FROZEN
FT0000701,ACCT0031,PER202308,CIT,PAY,-120619.1,KES,2023-09-15,FROZEN
FT0000702,ACCT0031,PER202308,CIT,PEN,30891.01,KES,2023-09-21,FROZEN
FT0000703,ACCT0031,PER202310,CIT,BILL,340183.97,KES,2023-10-01,FROZEN
FT0000704,ACCT0031,PER202310,CIT,PAY,-370916.29,KES,2023-10-16,FROZEN
FT0000705,ACCT0031,PER202406,CIT,BILL,168839.88,KES,2024-06-01,FROZEN
FT0000706,ACCT0031,PER202406,CIT,PAY,-131227.84,KES,2024-06-26,FROZEN
FT0000707,ACCT0031,PER202302,CIT,BILL,330367.42,KES,2023-02-01,FROZEN
FT0000708,ACCT0031,PER202302,CIT,PAY,-311349.17,KES,2023-02-13,FROZEN
FT0000709,ACCT0031,PER202407,CIT,BILL,7202.77,KES,2024-07-01,FROZEN
FT0000710,ACCT0031,PER202407,CIT,PAY,-4804.3,KES,2024-08-15,FROZEN
FT0000711,ACCT0031,PER202407,CIT,ADJ,-573.7,KES,2024-07-31,FROZEN
FT0000712,ACCT0031,PER202212,CIT,BILL,436629.77,KES,2022-12-01,FROZEN
FT0000713,ACCT0031,PER202212,CIT,PAY,-303715.72,KES,2022-12-30,FROZEN
FT0000714,ACCT0031,PER202212,CIT,PEN,51116.31,KES,2023-01-21,FROZEN
FT0000715,ACCT0031,PER202304,CIT,BILL,483128.62,KES,2023-04-01,FROZEN
FT0000716,ACCT0031,PER202304,CIT,PAY,-354221.96,KES,2023-04-26,FROZEN
FT0000717,ACCT0031,PER202204,CIT,BILL,423531.31,KES,2022-04-01,FROZEN
FT0000718,ACCT0031,PER202204,CIT,PAY,-418551.83,KES,2022-05-16,FROZEN
FT0000719,ACCT0031,PER202303,CIT,BILL,297133.34,KES,2023-03-01,FROZEN
FT0000720,ACCT0031,PER202303,CIT,PAY,-204401.43,KES,2023-03-16,FROZEN
FT0000721,ACCT0031,PER202312,CIT,BILL,348251.09,KES,2023-12-01,FROZEN
FT0000722,ACCT0031,PER202312,CIT,PAY,-261516.88,KES,2023-12-09,FROZEN
FT0000723,ACCT0031,PER202311,CIT,BILL,245901.76,KES,2023-11-01,FROZEN
FT0000724,ACCT0031,PER202311,CIT,PAY,-258564.86,KES,2023-11-12,FROZEN
FT0000725,ACCT0032,PER202212,PAYE,BILL,72584.68,KES,2022-12-01,FROZEN
FT0000726,ACCT0032,PER202309,PAYE,BILL,250010.07,KES,2023-09-01,FROZEN
FT0000727,ACCT0032,PER202309,PAYE,PAY,-187352.11,KES,2023-09-29,FROZEN
FT0000728,ACCT0032,PER202309,PAYE,ADJ,-23457.91,KES,2023-09-30,FROZEN
FT0000729,ACCT0032,PER202405,PAYE,BILL,381723.03,KES,2024-05-01,FROZEN
FT0000730,ACCT0032,PER202405,PAYE,PAY,-253812.13,KES,2024-06-04,FROZEN
FT0000731,ACCT0032,PER202204,PAYE,BILL,284996.98,KES,2022-04-01,FROZEN
FT0000732,ACCT0032,PER202311,PAYE,BILL,288493.46,KES,2023-11-01,FROZEN
FT0000733,ACCT0032,PER202311,PAYE,PAY,-238256.28,KES,2023-11-24,FROZEN
FT0000734,ACCT0032,PER202407,PAYE,BILL,381202.04,KES,2024-07-01,FROZEN
FT0000735,ACCT0032,PER202407,PAYE,PAY,-240586.2,KES,2024-07-28,FROZEN
FT0000736,ACCT0032,PER202407,PAYE,PEN,50702.57,KES,2024-08-21,FROZEN
FT0000737,ACCT0032,PER202201,PAYE,BILL,152365.92,KES,2022-01-01,FROZEN
FT0000738,ACCT0032,PER202304,PAYE,BILL,409280.65,KES,2023-04-01,FROZEN
FT0000739,ACCT0032,PER202304,PAYE,PAY,-448724.91,KES,2023-05-20,FROZEN
FT0000740,ACCT0033,PER202311,VAT,BILL,489605.08,KES,2023-11-01,FROZEN
FT0000741,ACCT0033,PER202311,VAT,PAY,-413051.09,KES,2023-12-03,FROZEN
FT0000742,ACCT0033,PER202404,VAT,BILL,52136.46,KES,2024-04-01,FROZEN
FT0000743,ACCT0033,PER202211,VAT,BILL,496280.68,KES,2022-11-01,FROZEN
FT0000744,ACCT0033,PER202211,VAT,PEN,67795.85,KES,2022-12-21,FROZEN
FT0000745,ACCT0033,PER202209,VAT,BILL,357140.45,KES,2022-09-01,FROZEN
FT0000746,ACCT0033,PER202302,VAT,BILL,247282.07,KES,2023-02-01,FROZEN
FT0000747,ACCT0033,PER202302,VAT,PAY,-163510.4,KES,2023-02-27,FROZEN
FT0000748,ACCT0033,PER202302,VAT,ADJ,14569.79,KES,2023-02-28,FROZEN
FT0000749,ACCT0033,PER202403,VAT,BILL,385597.7,KES,2024-03-01,FROZEN
FT0000750,ACCT0033,PER202403,VAT,PAY,-366272.09,KES,2024-04-14,FROZEN
FT0000751,ACCT0033,PER202207,VAT,BILL,475375.77,KES,2022-07-01,FROZEN
FT0000752,ACCT0033,PER202207,VAT,PAY,-238393.27,KES,2022-08-19,FROZEN
FT0000753,ACCT0033,PER202207,VAT,ADJ,44889.76,KES,2022-07-31,FROZEN
FT0000754,ACCT0033,PER202402,VAT,BILL,319246.07,KES,2024-02-01,FROZEN
FT0000755,ACCT0033,PER202402,VAT,PAY,-322458.88,KES,2024-03-06,FROZEN
FT0000756,ACCT0033,PER202202,VAT,BILL,413299.59,KES,2022-02-01,FROZEN
FT0000757,ACCT0033,PER202202,VAT,PAY,-286713.82,KES,2022-02-19,FROZEN
FT0000758,ACCT0033,PER202307,VAT,BILL,285240.34,KES,2023-07-01,FROZEN
FT0000759,ACCT0033,PER202307,VAT,PAY,-201449.21,KES,2023-08-13,FROZEN
FT0000760,ACCT0033,PER202307,VAT,ADJ,7198.3,KES,2023-07-31,FROZEN
FT0000761,ACCT0033,PER202212,VAT,BILL,419167.58,KES,2022-12-01,FROZEN
FT0000762,ACCT0033,PER202212,VAT,PAY,-443336.67,KES,2022-12-11,FROZEN
FT0000763,ACCT0033,PER202212,VAT,ADJ,38398.41,KES,2022-12-31,FROZEN
FT0000764,ACCT0033,PER202306,VAT,BILL,105147.51,KES,2023-06-01,FROZEN
FT0000765,ACCT0033,PER202306,VAT,PAY,-60895.95,KES,2023-07-12,FROZEN
FT0000766,ACCT0033,PER202409,VAT,BILL,438914.54,KES,2024-09-01,FROZEN
FT0000767,ACCT0033,PER202409,VAT,PAY,-314377.47,KES,2024-09-06,FROZEN
FT0000768,ACCT0033,PER202308,VAT,BILL,86934.91,KES,2023-08-01,FROZEN
FT0000769,ACCT0033,PER202308,VAT,PAY,-59403.11,KES,2023-09-14,FROZEN
FT0000770,ACCT0033,PER202401,VAT,BILL,50143.6,KES,2024-01-01,FROZEN
FT0000771,ACCT0033,PER202401,VAT,PAY,-31492.82,KES,2024-01-05,FROZEN
FT0000772,ACCT0033,PER202401,VAT,PEN,3641.38,KES,2024-02-21,FROZEN
FT0000773,ACCT0033,PER202206,VAT,BILL,9597.04,KES,2022-06-01,FROZEN
FT0000774,ACCT0033,PER202206,VAT,PAY,-9503.62,KES,2022-06-28,FROZEN
FT0000775,ACCT0033,PER202410,VAT,BILL,118328.7,KES,2024-10-01,FROZEN
FT0000776,ACCT0033,PER202410,VAT,PAY,-116385.04,KES,2024-10-07,FROZEN
FT0000777,ACCT0034,PER202401,VAT,BILL,222849.21,KES,2024-01-01,FROZEN
FT0000778,ACCT0034,PER202209,VAT,BILL,208796.4,KES,2022-09-01,FROZEN
FT0000779,ACCT0034,PER202209,VAT,PAY,-212132.45,KES,2022-09-06,FROZEN
FT0000780,ACCT0034,PER202210,VAT,BILL,65962.83,KES,2022-10-01,FROZEN
FT0000781,ACCT0034,PER202205,VAT,BILL,396582.95,KES,2022-05-01,FROZEN
FT0000782,ACCT0034,PER202205,VAT,PAY,-351678.79,KES,2022-05-16,FROZEN
FT0000783,ACCT0034,PER202201,VAT,BILL,305758.58,KES,2022-01-01,FROZEN
FT0000784,ACCT0034,PER202308,VAT,BILL,330910.66,KES,2023-08-01,FROZEN
FT0000785,ACCT0034,PER202308,VAT,PAY,-268252.55,KES,2023-09-02,FROZEN
FT0000786,ACCT0034,PER202308,VAT,PEN,29508.99,KES,2023-09-21,FROZEN
FT0000787,ACCT0034,PER202309,VAT,BILL,392981.79,KES,2023-09-01,FROZEN
FT0000788,ACCT0034,PER202206,VAT,BILL,124335.47,KES,2022-06-01,FROZEN
FT0000789,ACCT0034,PER202206,VAT,PAY,-67465.32,KES,2022-06-01,FROZEN
FT0000790,ACCT0035,PER202401,CIT,BILL,13261.25,KES,2024-01-01,FROZEN
FT0000791,ACCT0035,PER202401,CIT,PAY,-8716.77,KES,2024-01-03,FROZEN
FT0000792,ACCT0035,PER202403,CIT,BILL,201997.64,KES,2024-03-01,FROZEN
FT0000793,ACCT0035,PER202403,CIT,PAY,-187368.45,KES,2024-04-19,FROZEN
FT0000794,ACCT0035,PER202312,CIT,BILL,45801.77,KES,2023-12-01,FROZEN
FT0000795,ACCT0035,PER202312,CIT,PAY,-39830.51,KES,2023-12-18,FROZEN
FT0000796,ACCT0035,PER202312,CIT,PEN,2652.02,KES,2024-01-21,FROZEN
FT0000797,ACCT0035,PER202212,CIT,BILL,487285.13,KES,2022-12-01,FROZEN
FT0000798,ACCT0035,PER202212,CIT,PAY,-339174.9,KES,2023-01-07,FROZEN
FT0000799,ACCT0035,PER202407,CIT,BILL,342122.56,KES,2024-07-01,FROZEN
FT0000800,ACCT0035,PER202407,CIT,PAY,-314480.95,KES,2024-08-16,FROZEN
FT0000801,ACCT0035,PER202408,CIT,BILL,126017.48,KES,2024-08-01,FROZEN
FT0000802,ACCT0035,PER202408,CIT,PEN,14016.88,KES,2024-09-21,FROZEN
FT0000803,ACCT0035,PER202408,CIT,ADJ,4185.79,KES,2024-08-31,FROZEN
FT0000804,ACCT0035,PER202412,CIT,BILL,330735.92,KES,2024-12-01,FROZEN
FT0000805,ACCT0035,PER202412,CIT,PAY,-167881.22,KES,2024-12-09,FROZEN
FT0000806,ACCT0035,PER202203,CIT,BILL,476743.02,KES,2022-03-01,FROZEN
FT0000807,ACCT0035,PER202203,CIT,PAY,-462341.69,KES,2022-04-16,FROZEN
FT0000808,ACCT0036,PER202306,CIT,BILL,32442.36,KES,2023-06-01,FROZEN
FT0000809,ACCT0036,PER202306,CIT,PEN,2132.47,KES,2023-07-21,FROZEN
FT0000810,ACCT0036,PER202208,CIT,BILL,447662.87,KES,2022-08-01,FROZEN
FT0000811,ACCT0036,PER202208,CIT,PAY,-254809.78,KES,2022-09-17,FROZEN
FT0000812,ACCT0036,PER202208,CIT,ADJ,32493.92,KES,2022-08-31,FROZEN
FT0000813,ACCT0036,PER202202,CIT,BILL,126052.97,KES,2022-02-01,FROZEN
FT0000814,ACCT0036,PER202202,CIT,PAY,-91991.91,KES,2022-02-10,FROZEN
FT0000815,ACCT0036,PER202202,CIT,PEN,18408.05,KES,2022-03-21,FROZEN
FT0000816,ACCT0036,PER202202,CIT,ADJ,7641.72,KES,2022-02-28,FROZEN
FT0000817,ACCT0036,PER202310,CIT,BILL,358440.3,KES,2023-10-01,FROZEN
FT0000818,ACCT0036,PER202310,CIT,PAY,-227505.35,KES,2023-10-16,FROZEN
FT0000819,ACCT0036,PER202404,CIT,BILL,139272.69,KES,2024-04-01,FROZEN
FT0000820,ACCT0036,PER202404,CIT,PAY,-100789.54,KES,2024-05-03,FROZEN
FT0000821,ACCT0036,PER202404,CIT,ADJ,-7710.55,KES,2024-04-30,FROZEN
FT0000822,ACCT0036,PER202209,CIT,BILL,260308.19,KES,2022-09-01,FROZEN
FT0000823,ACCT0036,PER202209,CIT,PAY,-192772.51,KES,2022-09-30,FROZEN
FT0000824,ACCT0036,PER202305,CIT,BILL,158795.4,KES,2023-05-01,FROZEN
FT0000825,ACCT0036,PER202305,CIT,PAY,-122915.22,KES,2023-05-24,FROZEN
FT0000826,ACCT0036,PER202203,CIT,BILL,155435.11,KES,2022-03-01,FROZEN
FT0000827,ACCT0036,PER202203,CIT,PAY,-120983.85,KES,2022-04-07,FROZEN
FT0000828,ACCT0036,PER202407,CIT,BILL,389063.55,KES,2024-07-01,FROZEN
FT0000829,ACCT0036,PER202311,CIT,BILL,79530.36,KES,2023-11-01,FROZEN
FT0000830,ACCT0036,PER202311,CIT,PEN,8283.45,KES,2023-12-21,FROZEN
FT0000831,ACCT0036,PER202307,CIT,BILL,348263.1,KES,2023-07-01,FROZEN
FT0000832,ACCT0036,PER202307,CIT,PAY,-244136.06,KES,2023-08-18,FROZEN
FT0000833,ACCT0036,PER202309,CIT,BILL,364971.44,KES,2023-09-01,FROZEN
FT0000834,ACCT0036,PER202309,CIT,PAY,-298506.01,KES,2023-09-16,FROZEN
FT0000835,ACCT0036,PER202405,CIT,BILL,486416.82,KES,2024-05-01,FROZEN
FT0000836,ACCT0036,PER202405,CIT,PAY,-324875.44,KES,2024-05-03,FROZEN
FT0000837,ACCT0036,PER202304,CIT,BILL,262280.81,KES,2023-04-01,FROZEN
FT0000838,ACCT0036,PER202303,CIT,BILL,47026.7,KES,2023-03-01,FROZEN
FT0000839,ACCT0036,PER202303,CIT,PAY,-27280.58,KES,2023-03-26,FROZEN
FT0000840,ACCT0036,PER202303,CIT,PEN,5021.61,KES,2023-04-21,FROZEN
FT0000841,ACCT0036,PER202406,CIT,BILL,482288.05,KES,2024-06-01,FROZEN
FT0000842,ACCT0036,PER202406,CIT,PAY,-316667.71,KES,2024-06-21,FROZEN
FT0000843,ACCT0036,PER202212,CIT,BILL,416790.42,KES,2022-12-01,FROZEN
FT0000844,ACCT0036,PER202212,CIT,PAY,-321618.29,KES,2022-12-15,FROZEN
FT0000845,ACCT0036,PER202212,CIT,PEN,29288.39,KES,2023-01-21,FROZEN
FT0000846,ACCT0037,PER202207,CIT,BILL,234356.56,KES,2022-07-01,FROZEN
FT0000847,ACCT0037,PER202207,CIT,PEN,30644.39,KES,2022-08-21,FROZEN
FT0000848,ACCT0037,PER202210,CIT,BILL,353828.88,KES,2022-10-01,FROZEN
FT0000849,ACCT0037,PER202210,CIT,PAY,-222562.78,KES,2022-10-21,FROZEN
FT0000850,ACCT0037,PER202210,CIT,PEN,42854.25,KES,2022-11-21,FROZEN
FT0000851,ACCT0037,PER202412,CIT,BILL,201141.01,KES,2024-12-01,FROZEN
FT0000852,ACCT0037,PER202412,CIT,PAY,-136635.98,KES,2024-12-12,FROZEN
FT0000853,ACCT0037,PER202412,CIT,PEN,18191.04,KES,2025-01-21,FROZEN
FT0000854,ACCT0037,PER202211,CIT,BILL,375298.83,KES,2022-11-01,FROZEN
FT0000855,ACCT0037,PER202211,CIT,PAY,-291691.99,KES,2022-12-21,FROZEN
FT0000856,ACCT0037,PER202211,CIT,PEN,19213.68,KES,2022-12-21,FROZEN
FT0000857,ACCT0037,PER202405,CIT,BILL,491370.78,KES,2024-05-01,FROZEN
FT0000858,ACCT0037,PER202405,CIT,PAY,-488522.82,KES,2024-05-24,FROZEN
FT0000859,ACCT0037,PER202303,CIT,BILL,46599.51,KES,2023-03-01,FROZEN
FT0000860,ACCT0037,PER202303,CIT,PAY,-48950.79,KES,2023-03-05,FROZEN
FT0000861,ACCT0037,PER202303,CIT,PEN,2630.41,KES,2023-04-21,FROZEN
FT0000862,ACCT0037,PER202409,CIT,BILL,224498.51,KES,2024-09-01,FROZEN
FT0000863,ACCT0037,PER202409,CIT,PAY,-234162.45,KES,2024-09-22,FROZEN
FT0000864,ACCT0037,PER202409,CIT,PEN,32378.99,KES,2024-10-21,FROZEN
FT0000865,ACCT0037,PER202409,CIT,ADJ,19043.39,KES,2024-09-30,FROZEN
FT0000866,ACCT0037,PER202302,CIT,BILL,219412.41,KES,2023-02-01,FROZEN
FT0000867,ACCT0037,PER202204,CIT,BILL,216198.69,KES,2022-04-01,FROZEN
FT0000868,ACCT0037,PER202204,CIT,PAY,-225923.85,KES,2022-04-18,FROZEN
FT0000869,ACCT0037,PER202306,CIT,BILL,22151.47,KES,2023-06-01,FROZEN
FT0000870,ACCT0037,PER202306,CIT,PAY,-14342.43,KES,2023-06-19,FROZEN
FT0000871,ACCT0037,PER202212,CIT,BILL,242120.31,KES,2022-12-01,FROZEN
FT0000872,ACCT0037,PER202212,CIT,PAY,-176701.62,KES,2022-12-27,FROZEN
FT0000873,ACCT0037,PER202212,CIT,PEN,33525.25,KES,2023-01-21,FROZEN
FT0000874,ACCT0037,PER202401,CIT,BILL,317223.42,KES,2024-01-01,FROZEN
FT0000875,ACCT0037,PER202410,CIT,BILL,392048.3,KES,2024-10-01,FROZEN
FT0000876,ACCT0037,PER202410,CIT,PAY,-324110.52,KES,2024-11-01,FROZEN
FT0000877,ACCT0037,PER202407,CIT,BILL,164194.19,KES,2024-07-01,FROZEN
FT0000878,ACCT0037,PER202407,CIT,PAY,-84664.73,KES,2024-08-08,FROZEN
